Cust_Id,Location,Age,Car Ownership,Income,Home Type,Job Experience,Loan Purpose,Loan Grade,Loan Balance,Interest Rate,loan_status,Default History,Credit History
6655,Kolkata,23,1,4088700,RENT,,VENTURE,B,450000,9.91,0,N,3
6656,Hyderabad,22,0,3750000,MORTGAGE,7,VENTURE,B,660000,11.11,0,N,4
6657,Chennai,22,0,3750000,MORTGAGE,4,EDUCATION,A,900000,7.29,0,N,3
6658,Chennai,25,1,3750000,MORTGAGE,5,EDUCATION,C,300000,13.43,0,Y,3
6659,Pune,26,0,3652500,RENT,0,MEDICAL,D,450000,14.59,1,N,3
6660,Mumbai,22,1,4124700,RENT,4,VENTURE,B,450000,10.75,0,N,3
6661,Mumbai,26,1,3750000,MORTGAGE,1,VENTURE,B,1125000,10.37,0,N,2
6662,Chennai,25,1,3750000,MORTGAGE,9,PERSONAL,A,900000,,0,N,2
6663,Pune,25,0,4125000,RENT,0,DEBTCONSOLIDATION,B,450000,10.65,0,N,2
6664,Chennai,22,1,4125000,RENT,6,EDUCATION,C,450000,14.27,0,Y,2
6665,Delhi,23,0,3750000,MORTGAGE,2,DEBTCONSOLIDATION,B,1080000,10,0,N,2
6666,Kolkata,22,0,4125000,RENT,2,EDUCATION,A,450000,8.9,0,N,3
6667,Chennai,25,0,4125000,RENT,3,HOMEIMPROVEMENT,B,450000,,0,N,3
6668,Delhi,24,1,4125000,RENT,0,DEBTCONSOLIDATION,A,450000,6.03,0,N,4
6669,Pune,22,0,4125000,RENT,6,EDUCATION,A,450000,6.62,0,N,2
6670,Chennai,24,1,3750000,MORTGAGE,2,PERSONAL,A,525000,5.42,0,N,4
6671,Chennai,23,1,4125000,RENT,7,EDUCATION,B,450000,10.99,0,N,2
6672,Pune,22,0,4125000,RENT,6,DEBTCONSOLIDATION,A,450000,6.99,0,N,3
6673,Pune,21,1,3675000,RENT,4,VENTURE,D,450000,15.99,1,N,4
6674,Delhi,26,0,4125000,RENT,10,MEDICAL,A,450000,5.42,0,N,4
6675,Delhi,22,0,4125000,RENT,7,EDUCATION,B,450000,9.25,0,N,3
6676,Mumbai,22,1,3750000,MORTGAGE,4,DEBTCONSOLIDATION,B,386250,8.88,0,N,2
6677,Hyderabad,24,1,3750000,MORTGAGE,8,MEDICAL,A,900000,5.42,0,N,2
6678,Bangalore,21,0,3675000,RENT,5,DEBTCONSOLIDATION,D,450000,14.84,1,Y,4
6679,Kolkata,26,1,4125000,RENT,6,HOMEIMPROVEMENT,A,450000,7.14,0,N,4
6680,Pune,21,0,4125000,RENT,3,EDUCATION,B,450000,10.99,0,N,3
6681,Mumbai,22,1,4125000,RENT,5,DEBTCONSOLIDATION,A,450000,7.51,0,N,3
6682,Kolkata,22,0,3750000,MORTGAGE,4,PERSONAL,B,525000,9.25,0,N,3
6683,Pune,26,0,3690000,RENT,7,MEDICAL,D,450000,16.49,1,Y,2
6684,Mumbai,25,0,3750000,MORTGAGE,5,EDUCATION,B,900000,,0,N,2
6685,Delhi,21,1,4170000,RENT,2,MEDICAL,A,450000,,0,N,4
6686,Bangalore,23,0,4200000,RENT,6,EDUCATION,A,450000,7.49,0,N,4
6687,Pune,25,1,3750000,MORTGAGE,7,PERSONAL,C,495000,12.61,0,Y,3
6688,Mumbai,24,1,3750000,MORTGAGE,5,PERSONAL,A,450000,6.17,0,N,2
6689,Mumbai,25,1,4200000,RENT,1,HOMEIMPROVEMENT,B,450000,10.74,0,N,2
6690,Delhi,25,1,3750000,MORTGAGE,9,EDUCATION,A,375000,5.79,0,N,2
6691,Chennai,26,1,3300000,MORTGAGE,3,EDUCATION,A,1687500,,1,N,3
6692,Delhi,22,0,3750000,MORTGAGE,0,DEBTCONSOLIDATION,A,960000,5.79,0,N,2
6693,Chennai,23,0,3750000,RENT,1,DEBTCONSOLIDATION,B,450000,11.48,1,N,4
6694,Kolkata,24,0,4275000,RENT,0,VENTURE,A,450000,7.9,0,N,3
6695,Pune,25,1,4275000,RENT,5,PERSONAL,A,450000,8,0,N,3
6696,Pune,22,0,4350000,RENT,2,PERSONAL,A,450000,6.92,0,N,4
6697,Pune,25,1,4350000,RENT,3,MEDICAL,B,450000,12.18,0,N,4
6698,Pune,21,0,3750000,MORTGAGE,5,MEDICAL,A,1125000,6.54,0,N,4
6699,Mumbai,23,1,3750000,MORTGAGE,4,VENTURE,E,1143750,15.95,0,N,3
6700,Delhi,22,0,3750000,OWN,2,MEDICAL,D,780000,,0,Y,4
6701,Hyderabad,24,1,4350000,RENT,3,VENTURE,C,450000,12.87,0,Y,2
6702,Bangalore,25,1,3750000,OWN,3,MEDICAL,A,750000,,0,N,3
6703,Kolkata,22,0,3960000,RENT,6,EDUCATION,C,450000,11.97,1,N,2
6704,Bangalore,22,0,3750000,MORTGAGE,5,VENTURE,B,750000,10.36,0,N,3
6705,Hyderabad,22,1,3750000,MORTGAGE,6,PERSONAL,B,600000,11.12,0,N,3
6706,Pune,25,0,4452450,RENT,4,MEDICAL,B,450000,11.11,0,N,2
6707,Chennai,24,0,4455000,RENT,8,DEBTCONSOLIDATION,A,450000,7.9,0,N,3
6708,Hyderabad,24,1,3750000,MORTGAGE,2,EDUCATION,D,1875000,15.58,0,Y,3
6709,Mumbai,23,0,4483875,RENT,2,EDUCATION,A,450000,8.94,0,N,3
6710,Mumbai,23,0,4500000,RENT,1,DEBTCONSOLIDATION,A,450000,,0,N,2
6711,Chennai,22,1,3750000,MORTGAGE,7,EDUCATION,A,960000,7.88,0,N,3
6712,Mumbai,25,1,3750000,MORTGAGE,9,PERSONAL,C,187500,13.61,0,N,3
6713,Delhi,22,0,4500000,RENT,5,EDUCATION,B,450000,11.49,0,N,4
6714,Kolkata,22,1,3750000,OWN,2,EDUCATION,B,420000,11.86,0,N,2
6715,Mumbai,22,0,4500000,RENT,6,MEDICAL,B,450000,11.99,0,N,3
6716,Kolkata,23,0,4050000,RENT,5,DEBTCONSOLIDATION,D,450000,15.62,1,Y,4
6717,Mumbai,24,0,3750000,MORTGAGE,4,MEDICAL,A,300000,,0,N,2
6718,Pune,24,0,4050000,RENT,3,HOMEIMPROVEMENT,B,450000,10.99,1,N,2
6719,Pune,21,1,4500000,RENT,5,MEDICAL,A,450000,,0,N,4
6720,Bangalore,25,1,4500000,RENT,9,PERSONAL,D,450000,14.54,0,Y,3
6721,Bangalore,23,0,4050000,RENT,2,DEBTCONSOLIDATION,D,450000,14.09,1,Y,3
6722,Pune,26,0,3750000,OWN,11,HOMEIMPROVEMENT,B,135000,11.49,0,N,4
6723,Delhi,26,0,3750000,MORTGAGE,10,PERSONAL,A,750000,7.51,0,N,3
6724,Kolkata,24,0,3750000,MORTGAGE,8,HOMEIMPROVEMENT,A,675000,7.14,0,N,2
6725,Bangalore,25,0,3750000,MORTGAGE,3,HOMEIMPROVEMENT,C,360000,13.61,0,Y,2
6726,Delhi,24,1,4500000,RENT,9,MEDICAL,A,450000,7.51,0,N,3
6727,Mumbai,25,1,3750000,MORTGAGE,5,DEBTCONSOLIDATION,A,300000,,0,N,4
6728,Delhi,23,0,3750000,OWN,3,PERSONAL,B,112500,11.49,0,N,2
6729,Pune,23,0,3750000,MORTGAGE,2,EDUCATION,C,600000,13.61,0,N,2
6730,Pune,23,1,4050000,RENT,6,HOMEIMPROVEMENT,E,450000,16.45,1,N,2
6731,Mumbai,24,1,4500000,RENT,0,HOMEIMPROVEMENT,B,450000,11.48,0,N,2
6732,Delhi,22,1,3750000,MORTGAGE,4,EDUCATION,A,375000,7.51,0,N,2
6733,Bangalore,23,1,4537125,RENT,8,MEDICAL,A,450000,,0,N,3
6734,Bangalore,26,1,3750000,OWN,5,MEDICAL,A,243750,7.51,0,N,2
6735,Kolkata,25,0,4575000,RENT,9,EDUCATION,A,450000,,0,N,4
6736,Kolkata,23,1,3300000,MORTGAGE,7,PERSONAL,A,637500,7.14,1,N,3
6737,Mumbai,22,0,4582800,RENT,6,EDUCATION,B,450000,,0,N,4
6738,Delhi,23,0,3750000,MORTGAGE,2,PERSONAL,B,300000,11.86,0,N,3
6739,Pune,25,0,3750000,OWN,9,VENTURE,C,900000,13.98,0,N,2
6740,Pune,21,1,4650000,RENT,2,EDUCATION,B,450000,10.25,0,N,4
6741,Kolkata,25,1,4650000,RENT,2,VENTURE,A,450000,,0,N,3
6742,Pune,22,1,1800000,RENT,6,DEBTCONSOLIDATION,B,534375,9.67,0,N,3
6743,Kolkata,22,0,3750000,MORTGAGE,5,EDUCATION,B,1125000,10.25,0,N,3
6744,Bangalore,23,0,1895925,RENT,7,PERSONAL,D,534375,17.58,0,Y,4
6745,Hyderabad,22,0,1959300,RENT,2,EDUCATION,A,534375,5.79,0,N,2
6746,Mumbai,22,0,2100000,RENT,6,DEBTCONSOLIDATION,B,534375,,0,N,4
6747,Hyderabad,24,1,5250000,RENT,8,VENTURE,A,534375,6.92,0,N,2
6748,Kolkata,22,0,3750000,MORTGAGE,6,DEBTCONSOLIDATION,B,750000,9.88,0,N,4
6749,Kolkata,26,1,1125000,RENT,2,MEDICAL,B,532500,9.99,1,N,4
6750,Kolkata,23,0,1875000,RENT,1,PERSONAL,A,532500,7.9,0,N,2
6751,Delhi,25,0,3750000,MORTGAGE,9,DEBTCONSOLIDATION,B,375000,11.36,0,N,2
6752,Mumbai,25,1,2475000,RENT,1,VENTURE,C,532500,14.65,1,Y,4
6753,Hyderabad,23,1,3750000,MORTGAGE,4,EDUCATION,B,1500000,10.62,0,N,4
6754,Delhi,23,1,3330000,RENT,2,DEBTCONSOLIDATION,A,532500,6.99,1,N,3
6755,Chennai,25,1,7125000,RENT,3,DEBTCONSOLIDATION,A,532500,6.99,0,N,2
6756,Bangalore,25,0,7200000,RENT,9,HOMEIMPROVEMENT,A,530625,5.99,0,N,4
6757,Mumbai,22,0,3750000,MORTGAGE,3,EDUCATION,A,187500,7.51,0,N,4
6758,Mumbai,22,0,2287500,RENT,0,EDUCATION,A,526875,6.54,1,N,4
6759,Chennai,22,1,750000,RENT,0,HOMEIMPROVEMENT,B,525000,12.21,1,N,2
6760,Chennai,25,1,3750000,MORTGAGE,9,DEBTCONSOLIDATION,A,1350000,7.88,0,N,2
6761,Hyderabad,22,0,3750000,OWN,2,VENTURE,C,450000,14.22,0,N,2
6762,Delhi,22,1,1131750,RENT,0,EDUCATION,A,525000,8.94,1,N,4
6763,Bangalore,21,1,1170000,RENT,,EDUCATION,A,525000,7.51,1,N,2
6764,Kolkata,21,0,1275000,RENT,,DEBTCONSOLIDATION,B,525000,10.62,1,N,2
6765,Kolkata,22,1,1350000,RENT,1,HOMEIMPROVEMENT,B,525000,10.65,1,N,2
6766,Mumbai,25,1,3750000,MORTGAGE,4,PERSONAL,A,450000,6.76,0,N,3
6767,Hyderabad,23,1,1350000,RENT,1,PERSONAL,A,525000,7.88,1,N,4
6768,Pune,21,1,1350000,RENT,5,HOMEIMPROVEMENT,B,525000,11.14,1,N,4
6769,Bangalore,22,1,3750000,MORTGAGE,0,PERSONAL,A,468750,7.88,0,N,2
6770,Bangalore,23,0,1387500,RENT,,EDUCATION,A,525000,7.66,1,N,4
6771,Kolkata,21,1,1440000,RENT,5,HOMEIMPROVEMENT,C,525000,14.35,1,N,2
6772,Pune,25,0,1440000,RENT,1,VENTURE,E,525000,16.82,1,Y,3
6773,Hyderabad,24,0,3750000,OWN,,VENTURE,B,1575000,10.62,0,N,4
6774,Pune,23,0,1620000,RENT,5,VENTURE,A,525000,6.62,1,N,2
6775,Pune,21,1,1620000,RENT,6,EDUCATION,C,525000,13.98,1,Y,3
6776,Chennai,26,1,1686000,RENT,0,HOMEIMPROVEMENT,A,525000,8,1,N,4
6777,Chennai,22,1,1687500,RENT,2,DEBTCONSOLIDATION,B,525000,10.38,1,N,3
6778,Chennai,24,1,1701000,RENT,9,DEBTCONSOLIDATION,B,525000,10.62,1,N,3
6779,Hyderabad,25,1,1708200,RENT,,HOMEIMPROVEMENT,B,525000,9.91,1,N,4
6780,Chennai,25,0,1716000,RENT,2,VENTURE,C,525000,,1,N,3
6781,Mumbai,23,0,3750000,MORTGAGE,3,VENTURE,C,525000,13.48,0,Y,2
6782,Bangalore,26,0,1716300,RENT,2,MEDICAL,A,525000,7.51,1,N,4
6783,Delhi,23,1,3300000,MORTGAGE,0,MEDICAL,F,150000,19.13,1,Y,3
6784,Hyderabad,23,1,3750000,MORTGAGE,5,PERSONAL,B,675000,11.14,0,N,2
6785,Kolkata,26,0,3750000,MORTGAGE,0,EDUCATION,A,750000,7.74,0,N,2
6786,Pune,25,0,1725000,RENT,0,DEBTCONSOLIDATION,D,525000,12.49,1,Y,4
6787,Delhi,22,1,3750000,MORTGAGE,0,PERSONAL,B,187500,12.18,0,N,4
6788,Delhi,23,1,3750000,MORTGAGE,1,PERSONAL,A,675000,,0,N,2
6789,Kolkata,25,0,1759500,RENT,5,MEDICAL,B,525000,,0,N,2
6790,Mumbai,22,0,1800000,RENT,6,VENTURE,B,525000,12.42,0,N,2
6791,Pune,26,0,1800000,RENT,2,PERSONAL,C,525000,12.99,0,N,3
6792,Chennai,24,1,1800000,RENT,0,PERSONAL,D,525000,15.62,1,N,2
6793,Kolkata,22,0,3750000,MORTGAGE,5,PERSONAL,B,150000,12.18,0,N,3
6794,Pune,23,1,3750000,OWN,3,VENTURE,A,375000,8.94,0,N,3
6795,Pune,22,0,3750000,OWN,3,EDUCATION,A,450000,8.94,0,N,2
6796,Hyderabad,26,1,3750000,MORTGAGE,5,EDUCATION,A,375000,7.4,0,N,2
6797,Mumbai,24,1,3300000,MORTGAGE,0,EDUCATION,D,1125000,15.31,1,N,2
6798,Pune,25,0,1800000,RENT,0,VENTURE,E,525000,16.45,1,Y,2
6799,Chennai,22,0,1874700,RENT,6,DEBTCONSOLIDATION,B,525000,11.86,0,N,2
6800,Mumbai,21,0,1875000,RENT,1,EDUCATION,B,525000,12.69,0,N,2
6801,Mumbai,22,0,3750000,MORTGAGE,6,VENTURE,C,787500,14.26,0,Y,2
6802,Bangalore,22,0,4725000,RENT,6,PERSONAL,B,450000,11.49,0,N,2
6803,Chennai,26,0,4725000,RENT,3,HOMEIMPROVEMENT,C,450000,13.23,0,N,2
6804,Hyderabad,23,1,4755150,RENT,3,DEBTCONSOLIDATION,C,450000,13.22,0,N,4
6805,Kolkata,25,0,4312500,RENT,4,VENTURE,C,450000,11.28,1,N,2
6806,Pune,24,1,4400100,RENT,8,MEDICAL,D,450000,15.05,1,Y,4
6807,Hyderabad,23,1,4875000,RENT,7,EDUCATION,C,450000,15.23,0,N,3
6808,Hyderabad,23,1,4875000,RENT,2,EDUCATION,B,450000,11.99,0,N,2
6809,Delhi,26,0,4875000,RENT,7,EDUCATION,D,450000,16.49,0,Y,2
6810,Kolkata,25,1,4425000,RENT,9,VENTURE,C,450000,15.23,1,N,3
6811,Kolkata,23,0,3300000,MORTGAGE,8,PERSONAL,B,1125000,12.18,1,N,3
6812,Delhi,24,1,3750000,MORTGAGE,3,HOMEIMPROVEMENT,B,900000,,0,N,3
6813,Hyderabad,22,0,3750000,MORTGAGE,2,DEBTCONSOLIDATION,A,825000,8.94,0,N,4
6814,Pune,25,1,4875000,RENT,8,EDUCATION,C,450000,13.06,0,Y,3
6815,Bangalore,24,0,4875000,RENT,3,MEDICAL,A,450000,,0,N,2
6816,Delhi,24,0,4425000,RENT,2,DEBTCONSOLIDATION,D,450000,16,1,N,4
6817,Pune,23,0,4875000,RENT,0,EDUCATION,A,450000,9.63,0,N,3
6818,Bangalore,25,0,4875300,RENT,0,DEBTCONSOLIDATION,C,450000,12.87,0,N,4
6819,Chennai,21,1,4875300,RENT,5,PERSONAL,A,450000,7.68,0,N,3
6820,Delhi,22,0,3750000,MORTGAGE,0,EDUCATION,B,1500000,11.48,0,N,2
6821,Delhi,22,1,4882500,RENT,3,EDUCATION,E,450000,16.2,0,N,4
6822,Bangalore,22,0,4950000,RENT,4,EDUCATION,B,450000,9.99,0,N,4
6823,Hyderabad,25,1,3300000,MORTGAGE,4,MEDICAL,D,416250,14.11,1,Y,4
6824,Bangalore,26,1,4980000,RENT,6,MEDICAL,A,450000,7.29,0,N,4
6825,Hyderabad,24,0,5073300,RENT,3,DEBTCONSOLIDATION,A,450000,6.99,0,N,3
6826,Kolkata,24,1,3750000,MORTGAGE,8,EDUCATION,C,225000,13.47,0,N,2
6827,Chennai,26,1,4654875,RENT,7,PERSONAL,B,450000,11.12,1,N,3
6828,Pune,26,0,3300000,MORTGAGE,8,MEDICAL,G,900000,18.84,1,Y,3
6829,Hyderabad,22,0,5118750,RENT,4,EDUCATION,F,450000,19.13,0,Y,3
6830,Mumbai,24,0,3750000,MORTGAGE,2,VENTURE,A,937500,9.32,0,N,2
6831,Delhi,25,0,5137200,RENT,1,VENTURE,A,450000,8,0,N,3
6832,Hyderabad,22,1,5175000,RENT,2,VENTURE,A,450000,7.49,0,N,4
6833,Mumbai,22,0,3300000,MORTGAGE,4,MEDICAL,D,1200000,14.74,1,Y,3
6834,Bangalore,23,0,5175000,RENT,7,MEDICAL,A,450000,7.88,0,N,2
6835,Mumbai,26,0,4755000,RENT,2,PERSONAL,D,450000,15.21,1,Y,2
6836,Hyderabad,22,0,5212500,RENT,6,DEBTCONSOLIDATION,B,450000,10.65,0,N,4
6837,Hyderabad,22,0,3750000,MORTGAGE,1,PERSONAL,E,735000,16.32,0,Y,3
6838,Mumbai,22,1,5214600,RENT,6,PERSONAL,C,450000,12.99,0,Y,3
6839,Pune,26,1,5233500,RENT,3,PERSONAL,A,450000,9.32,0,N,3
6840,Pune,24,0,5249700,RENT,0,HOMEIMPROVEMENT,C,450000,13.06,0,N,2
6841,Chennai,26,1,5250000,RENT,3,PERSONAL,A,450000,8.49,0,N,4
6842,Mumbai,21,1,3300000,MORTGAGE,2,DEBTCONSOLIDATION,E,1125000,16,1,N,2
6843,Delhi,23,0,5250000,RENT,4,EDUCATION,A,450000,7.49,0,N,2
6844,Kolkata,23,0,3750000,MORTGAGE,0,PERSONAL,A,487500,,0,N,4
6845,Bangalore,22,0,3750000,MORTGAGE,7,EDUCATION,A,480000,8,0,N,2
6846,Mumbai,26,0,3750000,MORTGAGE,10,HOMEIMPROVEMENT,E,1125000,16,0,N,3
6847,Bangalore,25,1,5250000,RENT,9,EDUCATION,B,450000,9.25,0,N,4
6848,Bangalore,26,1,5250000,RENT,4,MEDICAL,A,450000,6.17,0,N,4
6849,Mumbai,24,0,3750000,MORTGAGE,4,HOMEIMPROVEMENT,A,450000,9.63,0,N,3
6850,Pune,24,1,3750000,MORTGAGE,1,PERSONAL,C,855000,12.53,0,N,2
6851,Pune,23,1,5250000,RENT,4,EDUCATION,B,450000,11.49,0,N,4
6852,Delhi,22,0,5250000,RENT,0,EDUCATION,B,450000,11.89,0,N,2
6853,Pune,22,0,3750000,MORTGAGE,7,EDUCATION,B,300000,10.95,0,N,4
6854,Bangalore,23,1,3750000,MORTGAGE,7,VENTURE,B,645000,11.26,0,N,3
6855,Pune,26,1,3750000,OWN,4,HOMEIMPROVEMENT,C,750000,13.47,0,Y,2
6856,Delhi,23,1,3750000,OWN,0,MEDICAL,A,765000,9.63,0,N,4
6857,Mumbai,24,1,3750000,MORTGAGE,7,VENTURE,D,75000,14.42,0,N,3
6858,Delhi,22,0,5325000,RENT,4,MEDICAL,B,450000,,0,N,4
6859,Hyderabad,23,1,4880550,RENT,0,EDUCATION,D,450000,14.42,1,Y,3
6860,Pune,24,1,3750000,OTHER,0,HOMEIMPROVEMENT,A,375000,7.68,0,N,3
6861,Mumbai,25,1,3750000,MORTGAGE,5,PERSONAL,D,562500,13.8,0,Y,4
6862,Mumbai,24,0,3300000,MORTGAGE,6,EDUCATION,F,562500,16.33,1,N,2
6863,Bangalore,26,0,4950000,RENT,10,VENTURE,C,450000,13.49,1,Y,2
6864,Chennai,23,1,3750000,OWN,0,VENTURE,B,1050000,10.33,0,N,2
6865,Mumbai,21,0,5400000,RENT,3,EDUCATION,A,450000,5.42,0,N,4
6866,Hyderabad,24,0,5400000,RENT,3,EDUCATION,A,450000,7.66,0,N,3
6867,Pune,25,0,3300000,MORTGAGE,7,PERSONAL,B,562500,10.08,1,N,2
6868,Pune,21,1,3300000,MORTGAGE,5,VENTURE,D,562500,12.92,1,N,4
6869,Chennai,25,1,5400000,RENT,1,VENTURE,B,450000,11.86,0,N,3
6870,Chennai,22,1,3750000,OWN,4,VENTURE,B,1200000,9.45,0,N,4
6871,Mumbai,23,0,5475000,RENT,4,MEDICAL,B,450000,12.53,0,N,4
6872,Chennai,26,1,3750000,MORTGAGE,10,MEDICAL,C,975000,11.97,0,Y,3
6873,Hyderabad,23,1,5512500,RENT,7,PERSONAL,D,450000,14.96,0,Y,4
6874,Mumbai,22,0,3750000,OWN,6,MEDICAL,A,1125000,8.63,0,N,2
6875,Hyderabad,23,1,4335000,RENT,2,MEDICAL,B,450000,10.99,1,N,4
6876,Delhi,24,0,3750000,MORTGAGE,7,PERSONAL,D,675000,,0,Y,3
6877,Mumbai,21,1,3300000,MORTGAGE,5,MEDICAL,D,450000,12.61,1,N,3
6878,Chennai,25,0,3750000,MORTGAGE,9,EDUCATION,A,480000,8.32,0,N,3
6879,Bangalore,26,1,3750000,MORTGAGE,2,PERSONAL,D,1500000,13.3,0,N,3
6880,Hyderabad,23,0,5550000,RENT,7,EDUCATION,A,450000,5.79,0,N,3
6881,Hyderabad,25,0,5587500,RENT,3,MEDICAL,B,450000,9.99,0,N,4
6882,Chennai,26,0,5622750,RENT,5,MEDICAL,A,450000,7.88,0,N,2
6883,Mumbai,23,0,5625000,RENT,1,VENTURE,B,450000,12.42,0,N,3
6884,Delhi,24,0,3750000,MORTGAGE,0,HOMEIMPROVEMENT,B,412500,,0,N,3
6885,Delhi,22,1,3750300,MORTGAGE,,PERSONAL,B,371250,,0,N,2
6886,Kolkata,23,1,5625000,RENT,1,PERSONAL,A,450000,6.03,0,N,4
6887,Hyderabad,23,1,5625000,RENT,1,VENTURE,A,450000,6.99,0,N,4
6888,Bangalore,23,0,3750300,MORTGAGE,7,EDUCATION,A,202500,5.99,0,N,2
6889,Pune,23,1,5175000,RENT,7,DEBTCONSOLIDATION,D,450000,16.02,1,Y,2
6890,Bangalore,22,1,3750300,MORTGAGE,4,DEBTCONSOLIDATION,A,468750,,0,N,4
6891,Hyderabad,25,0,3750300,OWN,1,VENTURE,A,750000,7.29,0,N,3
6892,Delhi,23,0,5625000,RENT,4,PERSONAL,C,450000,13.98,0,Y,2
6893,Hyderabad,23,1,5625000,RENT,0,MEDICAL,B,450000,11.48,0,N,2
6894,Chennai,24,0,3750300,OWN,2,MEDICAL,B,750000,11.12,0,N,2
6895,Hyderabad,22,0,3750300,MORTGAGE,5,EDUCATION,D,1050000,15.58,0,N,4
6896,Pune,23,1,5850000,RENT,0,MEDICAL,B,450000,9.99,0,N,2
6897,Bangalore,22,1,3750300,MORTGAGE,6,VENTURE,D,540000,,0,Y,2
6898,Mumbai,25,1,5850000,RENT,1,PERSONAL,A,450000,9.63,0,N,4
6899,Mumbai,23,0,3750300,MORTGAGE,7,PERSONAL,B,1200000,11.83,0,N,2
6900,Pune,22,0,3750300,OWN,0,VENTURE,C,375000,14.26,0,Y,4
6901,Delhi,22,0,6000000,RENT,1,EDUCATION,A,450000,,0,N,2
6902,Kolkata,26,0,3750300,MORTGAGE,10,PERSONAL,A,375000,9.32,0,N,2
6903,Chennai,22,1,3300300,MORTGAGE,3,VENTURE,D,675000,14.11,1,Y,3
6904,Delhi,25,0,6000000,RENT,5,VENTURE,A,450000,8,0,N,4
6905,Kolkata,24,0,6036750,RENT,8,HOMEIMPROVEMENT,B,450000,10.59,0,N,3
6906,Chennai,22,1,3750300,MORTGAGE,0,EDUCATION,A,900000,7.37,0,N,2
6907,Delhi,22,0,3300300,MORTGAGE,0,DEBTCONSOLIDATION,E,825000,15.68,1,N,4
6908,Mumbai,23,1,6045525,RENT,2,MEDICAL,B,450000,12.21,0,N,2
6909,Kolkata,25,1,6150000,RENT,5,MEDICAL,C,450000,,0,N,3
6910,Delhi,23,1,3750300,MORTGAGE,7,PERSONAL,A,450000,,0,N,3
6911,Bangalore,22,1,3750300,MORTGAGE,6,EDUCATION,C,187500,12.53,0,N,2
6912,Chennai,26,0,3750300,MORTGAGE,10,EDUCATION,A,375000,9.32,0,N,2
6913,Mumbai,25,0,6150000,RENT,0,PERSONAL,B,450000,9.91,0,N,2
6914,Hyderabad,26,0,6150000,RENT,8,HOMEIMPROVEMENT,A,450000,7.88,0,N,3
6915,Hyderabad,23,0,3750300,MORTGAGE,8,EDUCATION,C,150000,11.91,0,Y,2
6916,Delhi,26,1,3750300,OWN,2,HOMEIMPROVEMENT,D,825000,13.87,0,Y,4
6917,Delhi,23,0,6296550,RENT,7,EDUCATION,A,450000,,0,N,2
6918,Bangalore,23,1,6300000,RENT,5,VENTURE,A,450000,6.99,0,N,3
6919,Kolkata,21,0,3752325,MORTGAGE,5,PERSONAL,A,150000,5.99,0,N,2
6920,Hyderabad,25,1,6300000,RENT,2,VENTURE,A,450000,8.94,0,N,2
6921,Hyderabad,23,1,3753900,OWN,8,PERSONAL,B,1125000,9.63,0,N,4
6922,Delhi,24,0,6374700,RENT,1,MEDICAL,A,450000,6.03,0,N,3
6923,Mumbai,24,0,3758400,OWN,,PERSONAL,A,75000,5.42,0,N,2
6924,Pune,23,1,3759675,MORTGAGE,7,VENTURE,A,855000,7.29,0,N,2
6925,Delhi,25,1,6375000,RENT,4,MEDICAL,B,450000,10,0,N,3
6926,Kolkata,23,1,3765375,MORTGAGE,7,DEBTCONSOLIDATION,A,397500,5.42,0,N,4
6927,Kolkata,25,0,5475000,RENT,2,DEBTCONSOLIDATION,D,450000,14.96,1,N,4
6928,Pune,21,1,6450000,RENT,5,EDUCATION,B,450000,10,0,N,4
6929,Hyderabad,25,0,3771000,MORTGAGE,0,HOMEIMPROVEMENT,A,750000,9.63,0,N,2
6930,Pune,22,0,3771375,MORTGAGE,6,DEBTCONSOLIDATION,C,525000,13.11,0,Y,4
6931,Bangalore,25,0,3772500,MORTGAGE,3,HOMEIMPROVEMENT,E,75000,18.39,0,Y,3
6932,Kolkata,22,0,6450000,RENT,6,MEDICAL,A,450000,5.42,0,N,3
6933,Bangalore,22,1,3777300,MORTGAGE,6,EDUCATION,A,450000,6.03,0,N,3
6934,Bangalore,23,0,3780000,MORTGAGE,7,EDUCATION,A,628125,7.51,0,N,2
6935,Kolkata,26,1,3780000,MORTGAGE,3,HOMEIMPROVEMENT,B,1800000,9.91,0,N,3
6936,Hyderabad,22,1,3780000,MORTGAGE,0,VENTURE,A,900000,7.9,0,N,3
6937,Chennai,25,1,3780000,MORTGAGE,4,VENTURE,C,225000,14.65,0,N,3
6938,Bangalore,22,1,5625000,RENT,6,EDUCATION,B,450000,,1,N,2
6939,Kolkata,24,1,6732900,RENT,8,MEDICAL,C,450000,13.92,0,Y,3
6940,Pune,25,1,6750000,RENT,9,HOMEIMPROVEMENT,C,450000,13.49,0,N,4
6941,Delhi,26,0,5850000,RENT,5,PERSONAL,C,450000,12.68,1,N,2
6942,Chennai,25,1,3330000,MORTGAGE,9,VENTURE,C,450000,12.99,1,N,4
6943,Mumbai,23,0,3780000,OWN,7,EDUCATION,D,525000,15.99,0,N,2
6944,Hyderabad,23,1,3780000,MORTGAGE,7,EDUCATION,B,187500,10.99,0,N,4
6945,Pune,23,0,3780000,MORTGAGE,4,VENTURE,A,840000,7.42,0,N,3
6946,Chennai,25,1,6750000,RENT,4,HOMEIMPROVEMENT,A,450000,7.88,0,N,3
6947,Mumbai,23,0,6750000,RENT,3,PERSONAL,B,450000,10.25,0,N,3
6948,Hyderabad,24,0,5973750,RENT,4,PERSONAL,E,450000,16.35,1,Y,3
